bridge,documented_root_cause,invariant_id,category,predicate,representative_trace,state_diff,max_state_diff_wei,has_successful_exec_step,R1_TP_or_FP,R2_TP_or_FP,notes
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,authorization_mint_e2_requires_positive_amount,authorization,mintAmount > 0,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,uniqueness_nonce_single_use,uniqueness,used[nonce] == true => used[nonce] was set exactly once,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,uniqueness_message_hash_single_consumption,uniqueness,consumed[msgHash] <= 1,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,uniqueness_replay_protection_e1,uniqueness,!processed[nonce][signature],tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,uniqueness_e2_custodian_mint_once_per_nonce,uniqueness,!custodianMinted[nonce],tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,timeliness_refund_allowed_after_timeout,timeliness,block.timestamp >= lockTimestamp[nonce] + TIMEOUT,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""dest_total"": ""2000001670000000000000"", ""source_total"": ""1670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,timeliness_refund_clears_used_nonce,timeliness,refundProcessed => used[nonce] == false,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""dest_total"": ""2000001670000000000000"", ""source_total"": ""1670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,timeliness_mint_disallowed_past_timeout,timeliness,block.timestamp < lockTimestamp[nonce] + TIMEOUT,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,timeliness_lock_timestamp_immutable,timeliness,lockTimestamp[nonce] == storedLockTimestamp[nonce],tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,timeliness_fee_accrual_before_timeout,timeliness,block.timestamp < lockTimestamp[nonce] + TIMEOUT => feeCollected == true,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,authorization_only_legacy_signer_can_sign,authorization,signer == address(LegacySigner),tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,asset_conservation_no_negative_balances,asset,balanceOf[addr] >= 0,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,uniqueness_e1_mint_event_emitted_once,uniqueness,mintEventCount[nonce] == 1,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
pgala,pNetwork retired the legacy custodian within ~hours of the incident and re-issued GALA under 0x7dDE.... The benchmark models only the original custodian; the re-issuance flow is ou,timeliness_custodian_refund_not_allowed,timeliness,msg.sender != custodian => !refundAllowedByCustodian,tx:1:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:3:LegacyCustodian:err(execution reverted: 0x):cov=47 | tx:4:LegacyCustodian:err(execution reverted: 0x):cov=47,"{""source_total"": ""1670000000000000"", ""dest_total"": ""2000001670000000000000""}",2000000000000000000000,False,,,
